Accession	ID/Symbol	# of abstracts	abstract list
MI0003529	hsa-mir-376a-2	30	17322061;19713932;20237410;20403161;21203544;21556037;22052189;22684007;22747855;22942087;23093778;23093786;23136997;23373993;23570370;23756429;24194846;24204780;24358205;24586166;24686458;24833665;24923223;24928469;25175076;25279841;25405200;25422250;25613642;26940843;
MI0003530	hsa-mir-487b	10	21970883;23073777;23426183;23466801;24096771;24258346;24931722;25085941;25660232;26528912;
MI0003556	hsa-mir-551a	5	22469786;24859254;25601461;25635452;26235418;
MI0003557	hsa-mir-552	3	22970014;24898979;26926595;
MI0003560	hsa-mir-92b	58	17683260;17805466;18582896;18624795;18729083;19201770;19336759;19440243;19544458;19608627;20167119;20484043;20518884;20528768;20660482;21030610;21112562;21518471;21572098;21751348;21955497;22043236;22120965;22407312;22587342;22729947;22863868;22952885;23172553;23416699;23469087;23472110;23546593;23644454;23725219;23892108;23936298;23963852;24066048;24099768;24137349;24162673;24317477;24325785;24394434;24854610;25047087;25095974;25314137;25537895;25550450;25591557;26059512;26181817;26341662;26395143;26503628;26790436;
MI0003562	hsa-mir-556	1	25788261;
MI0003563	hsa-mir-557	6	23372687;24144501;25070814;25194403;25498051;25707620;
MI0003564	hsa-mir-558	4	18729083;21498633;23611898;25616966;
MI0003565	hsa-mir-559	1	19486885;
MI0003567	hsa-mir-561	5	18700954;23017470;24104199;24166930;25910082;
MI0003568	hsa-mir-562	3	19789318;25536365;26711064;
MI0003570	hsa-mir-564	4	22511990;24794309;25167801;26498524;
MI0003572	hsa-mir-566	3	24650032;24921248;26572705;
MI0003573	hsa-mir-567	3	22348132;24866763;24895601;
MI0003574	hsa-mir-568	4	23472110;24053186;24355664;25311085;
MI0003575	hsa-mir-551b	4	17805466;23207154;24859254;25085901;
MI0003576	hsa-mir-569	2	21360505;25490449;
MI0003577	hsa-mir-570	12	20348243;22190470;22564666;23280316;23337955;23430453;23884835;24200043;25143867;26045791;26084609;26199425;
MI0003578	hsa-mir-571	5	22032330;22412969;24446170;25070813;25079514;
MI0003579	hsa-mir-572	5	22231906;23999999;24246916;25680004;26796271;
MI0003580	hsa-mir-573	6	23670160;23918034;24067935;25333258;26054975;26166764;
MI0003581	hsa-mir-574	36	20483645;20548249;20815808;21258252;21268075;21897369;21917534;22179486;22180294;22240788;22344312;22490519;22683180;22898827;23044309;23071822;23133627;23133646;23452545;23554959;23626837;23663545;23790110;23817571;24252274;24342208;24373621;24566139;24896104;24936152;25314137;25560734;25750274;25784290;26057452;26685009;
MI0003582	hsa-mir-575	4	22642222;22995316;25728273;26418635;
MI0003583	hsa-mir-576	2	25232931;25556372;
MI0003584	hsa-mir-577	3	24294352;24594634;25376560;
MI0003585	hsa-mir-578	2	25333258;25611699;
MI0003586	hsa-mir-579	8	18729083;21562054;21965044;23629745;24444095;24515657;25057879;25799583;
MI0003587	hsa-mir-580	3	22266852;22315007;22952847;
MI0003588	hsa-mir-581	2	24913918;25903466;
MI0003589	hsa-mir-582	3	23295946;24205217;25244974;
MI0003590	hsa-mir-583	2	23554832;25313504;
MI0003591	hsa-mir-584	17	18663355;19665576;20227111;21093846;21119662;22332905;22536353;22595106;23006423;23479725;23943853;24228808;25415048;25674221;26047679;26133786;26715733;
MI0003592	hsa-mir-585	1	21795477;
MI0003594	hsa-mir-586	4	19259136;21687927;26051902;26580004;
MI0003596	hsa-mir-548b	1	24832599;
MI0003597	hsa-mir-588	1	20848476;
MI0003598	hsa-mir-548a-2	2	23218918;25187353;
MI0003599	hsa-mir-589	4	21418177;23118514;23999091;24068947;
MI0003600	hsa-mir-550a-1	3	23145039;25690152;26329304;
MI0003601	hsa-mir-550a-2	3	23145039;25690152;26329304;
MI0003602	hsa-mir-590	26	21548758;22015065;22684895;22886218;23222520;23324130;23598417;23803188;24063284;24200043;24288179;24373621;24952353;25026114;25149060;25163461;25268088;25465621;25977569;26459119;26498065;26770982;26870215;26906623;26944279;26978739;
MI0003603	hsa-mir-591	2	21498633;23807165;
MI0003604	hsa-mir-592	9	23526568;24573298;24849932;25329796;25579086;25661360;25950799;26064240;26722432;
MI0003605	hsa-mir-593	4	21170987;25434367;25912229;26964819;
MI0003607	hsa-mir-595	2	23465220;25628040;
MI0003608	hsa-mir-596	3	20461757;23233740;26502662;
MI0003610	hsa-mir-598	2	23345203;25053345;
MI0003611	hsa-mir-599	2	19617918;24849932;
MI0003614	hsa-mir-601	4	19889580;22970209;25551588;25760964;
MI0003615	hsa-mir-602	3	20364114;24438238;25385442;
MI0003616	hsa-mir-603	10	22564666;23817697;24133576;24934365;24994119;25681036;26068646;26498065;26856603;27035098;
MI0003617	hsa-mir-604	1	25408584;
MI0003618	hsa-mir-605	14	19336450;21217645;21671485;21976437;22166998;23293055;23613771;23992861;24335178;24739178;24740842;25131931;25683625;26830013;
MI0003621	hsa-mir-608	28	17941804;21149267;21209110;21609763;21984125;22028396;22586447;22606253;22661538;23347277;23796562;24339958;24394498;24475294;24621885;24722204;24743625;24770678;25103961;25190221;25203895;25368035;25385442;25700346;26055141;26083623;26474589;26935642;
MI0003623	hsa-mir-610	4	22189055;25241780;25491321;26782072;
MI0003624	hsa-mir-611	3	21829377;24816252;25436799;
MI0003625	hsa-mir-612	8	20417621;23077621;23478189;23595390;24618566;24704424;24793167;25673565;
MI0003626	hsa-mir-613	6	21310851;22043311;23496987;24064622;24751522;26631045;
MI0003627	hsa-mir-614	2	22231906;25342037;
MI0003628	hsa-mir-615	17	18791127;20483645;21255435;21565892;22089542;22819824;23835716;24586208;24769899;25314137;25856297;25973099;25987019;26064277;26451238;26505678;26763900;
MI0003629	hsa-mir-616	3	21224345;23466068;23497787;
MI0003630	hsa-mir-548c	2	22057783;26762267;
MI0003632	hsa-mir-618	5	20348243;23877086;23948412;24503492;25145559;
MI0003633	hsa-mir-619	1	25162022;
MI0003634	hsa-mir-620	2	22363459;24682381;
MI0003635	hsa-mir-621	1	18820673;
MI0003636	hsa-mir-622	9	21528065;21844009;22016468;22219177;23402294;23649428;25258251;26467022;26596833;
MI0003637	hsa-mir-623	1	20332481;
MI0003638	hsa-mir-624	1	22942087;
MI0003639	hsa-mir-625	15	22543862;22617246;22675530;22677169;23506979;23680357;23861214;24508466;24632613;24784704;24927770;25667451;26314959;26340914;26806308;
MI0003640	hsa-mir-626	1	23938262;
MI0003641	hsa-mir-627	3	23619147;24594634;26055141;
MI0003642	hsa-mir-628	2	24477576;25686496;
MI0003643	hsa-mir-629	10	19946373;22114071;22153071;22899284;23382622;23945042;24687380;24759212;25381221;26143365;
MI0003644	hsa-mir-630	22	20145152;21274007;22356768;22942087;23029380;23434592;23675407;24283459;24621930;24655723;24857880;24909689;24971999;24981248;25031755;25255219;25340937;25731670;26255374;26328011;26345808;26595523;
MI0003645	hsa-mir-631	1	20881232;
MI0003646	hsa-mir-33b	85	17260156;20466882;20466885;20566875;20703086;20732877;20827079;20855588;20861665;20880716;21461683;21548778;21576456;21646721;21885853;21946517;22011750;22012398;22156303;22333591;22395363;22488425;22587332;22863868;22887866;22919472;22965541;22983447;23085312;23162627;23260873;23261171;23316322;23325474;23485362;23547260;23562078;23716591;24003651;24086374;24165878;24184942;24237343;24257466;24259050;24300912;24423308;24591767;24626192;24656994;24825092;24895349;24931346;24951757;24953492;25038053;25201910;25445880;25546234;25593129;25685357;25725129;25733328;25744742;25749868;25769350;25810294;25868853;25891797;25919570;25957561;25975752;26002865;26057744;26084456;26185207;26229086;26459797;26538644;26641802;26729612;26828754;26830228;26941018;26970755;
MI0003647	hsa-mir-632	2	22710984;24078091;
MI0003648	hsa-mir-633	6	21518471;22249270;22543862;23077021;23436656;26717894;
MI0003649	hsa-mir-634	10	22883423;22898827;23466801;24103175;25400759;25701361;25788529;25866804;26216549;26972586;
MI0003651	hsa-mir-636	6	21761344;23306701;23776548;25432767;25840506;27012708;
MI0003652	hsa-mir-637	8	21558123;21809363;21846868;21880893;23362149;24446156;25597410;25837765;
MI0003653	hsa-mir-638	35	19440243;20006370;20332227;20485490;21303527;21518471;22048643;22295894;22682234;22997154;23155245;23293055;23313053;23405750;23554459;23936320;23999999;24278205;24380442;24623314;24842609;24885288;25088422;25167801;25182819;25228385;25301729;25394686;25399392;25451924;25650662;25690916;25952770;26250158;26895305;
MI0003654	hsa-mir-639	2	25130698;25840506;
MI0003655	hsa-mir-640	2	23627607;23974872;
MI0003656	hsa-mir-641	3	22883423;23732000;24391914;
MI0003657	hsa-mir-642a	7	22661708;22908221;22954303;23697367;24778027;24919435;25476897;
MI0003658	hsa-mir-643	2	23228962;25722110;
MI0003659	hsa-mir-644a	2	23091630;24072101;
MI0003660	hsa-mir-645	3	21354599;24786747;25174799;
MI0003661	hsa-mir-646	9	20306291;21128281;24405714;25010867;25177719;25403884;25840506;26055141;26224480;
MI0003662	hsa-mir-647	1	21703393;
MI0003663	hsa-mir-648	4	22231906;23340988;24618011;25403488;
MI0003665	hsa-mir-650	15	19246621;20381459;21170085;21352815;22234685;22767438;23074073;23884835;23991130;24062138;24716910;25292031;26460926;26622897;26870288;
MI0003666	hsa-mir-651	1	23378343;
MI0003667	hsa-mir-652	8	21111402;21789031;22412969;24194846;24912849;25177699;25708817;26213369;
MI0003668	hsa-mir-548d-1	3	19486885;21946813;24929254;
MI0003669	hsa-mir-661	11	19584269;20022949;20543867;23596049;23969696;24141721;24394498;25381466;25673565;26282217;26629549;
MI0003670	hsa-mir-662	2	24150215;24448358;
MI0003671	hsa-mir-548d-2	4	19486885;21946813;23377640;24929254;
MI0003672	hsa-mir-663a	42	20423455;20485490;20514450;20622002;20637737;21078297;21378144;21518471;21845215;21917534;22089542;22249270;22295894;22360957;22393947;22776647;22922797;23155245;23165937;23405750;23436656;23554832;23695020;23826111;23870168;23953123;24014830;24158572;24243035;24523440;24664125;25301444;25483041;25664025;25695604;25744894;26023083;26028359;26190093;26418982;26687649;26717894;
MI0003673	hsa-mir-449b	35	19351815;19833767;19960022;20046097;21321636;21418558;21602795;21857154;21857159;22119609;22570483;22641068;23007737;23298640;23462723;23590309;23674142;23734217;23845991;24086750;24120948;24140040;24608518;24618566;24793167;24886876;24993091;25119660;25172935;25238166;25329700;25416653;25483177;26055141;26934321;
MI0003675	hsa-mir-411	8	22353773;23561550;24638856;24833665;25231602;25776495;25832031;26692943;
MI0003676	hsa-mir-654	1	20554777;
MI0003677	hsa-mir-655	5	23690952;24258346;24314023;25686838;26340914;
MI0003678	hsa-mir-656	4	18281269;22219177;23618224;24480809;
MI0003679	hsa-mir-549a	1	25429911;
MI0003681	hsa-mir-657	5	18602895;23175432;24238754;24627221;25542894;
MI0003682	hsa-mir-658	1	21903498;
MI0003683	hsa-mir-659	2	18723524;23029284;
MI0003684	hsa-mir-660	8	22763947;24274264;25124499;25501825;25517766;25871842;26213369;26683101;
MI0003685	hsa-mir-421	24	19802518;20080624;21352803;22146319;22263628;22446874;22926798;22952991;22964481;23199656;23358196;23434382;23526361;23583794;23707940;24564768;24716910;24833871;25012242;25041019;25510566;25646699;26528912;26827675;
MI0003686	hsa-mir-542	12	20728447;21860426;22426479;24403060;24762395;25046253;25212011;25352048;25432696;25586125;26272182;26286747;
MI0003757	hsa-mir-758	9	21885853;22274626;22919472;24304191;25008898;25445880;26047583;26084456;26964819;
MI0003758	hsa-mir-1264	1	26047583;
MI0003760	hsa-mir-671	5	21649547;21964070;22268729;22637644;24297055;
MI0003761	hsa-mir-668	2	21725593;23650218;
MI0003762	hsa-mir-550a-3	3	23145039;25690152;26329304;
MI0003763	hsa-mir-767	2	24793167;25089631;
MI0003764	hsa-mir-1224	5	21138856;21914725;22472876;22848108;25648114;
MI0003772	hsa-mir-151b	25	17599088;19074828;20305651;20445018;21143953;21319996;21427086;21456068;21921042;22472564;22489664;22928040;22937028;23416081;23458262;23741524;24039836;24074584;25023326;25028925;25086740;25200835;25534293;25549615;26761212;
MI0003776	hsa-mir-320b-1	8	22162950;23493781;24627568;25428891;25458952;25573129;26487644;26504501;
MI0003778	hsa-mir-320c-1	7	22674437;22943864;23213373;23549102;23799850;25178497;26208314;
MI0003780	hsa-mir-1296	4	19820697;20332239;22001757;25201988;
MI0003782	hsa-mir-1468	3	18402656;20640596;23006423;
MI0003786	hsa-mir-1323	4	23376363;24246042;24367666;25823795;
MI0003814	hsa-mir-1271	6	20864449;22865282;24875127;25686496;25847876;26207298;
MI0003815	hsa-mir-1301	4	22159405;24921656;25064070;25912478;
MI0003820	hsa-mir-454	14	22162950;24515954;24685242;25115181;25190548;25426450;25824771;25880599;26276721;26296312;26297548;26460070;26741509;26976451;
MI0003823	hsa-mir-449c	25	19351815;19390579;19960022;20046097;21321636;21418558;21602795;21857154;21857159;22119609;22570483;22641068;23298640;23507140;23590309;23674142;23734217;23845991;24606691;25119660;25238166;25329700;25483177;26141986;26934321;
MI0003832	hsa-mir-1283-1	2	23046105;26149214;
MI0003834	hsa-mir-769	1	25081069;
MI0003836	hsa-mir-766	6	22595106;22898827;23653361;24356076;25351194;26543373;
MI0003839	hsa-mir-320b-2	8	22162950;23493781;24627568;25428891;25458952;25573129;26487644;26504501;
MI0003840	hsa-mir-378d-2	1	25736311;
MI0003892	hsa-mir-762	3	23291411;23469087;26597380;
MI0003906	hsa-mir-802	16	16973894;18387358;18952845;19897480;20558762;21081842;21566059;22042248;23116342;24071828;24460254;24521639;24867318;24994111;25726255;25910082;
MI0003933	hsa-mir-670	1	25017828;
MI0003938	hsa-mir-1298	1	26025955;
MI0003939	hsa-mir-2113	2	23648065;24618891;
MI0003944	hsa-mir-764	1	22407479;
MI0004065	hsa-mir-759	1	20677013;
MI0005116	hsa-mir-765	12	20818339;20883153;21143953;22642222;23478261;24327545;24837491;25664324;25707620;25882991;26017792;26177627;
MI0005118	hsa-mir-770	1	26602384;
MI0005416	hsa-mir-675	34	17237358;18402656;19926638;20529846;21471143;22102413;22391115;22527881;22832245;23135355;23611268;23725790;23754477;23864307;23872359;24014021;24186852;24335901;24388988;24466011;24703882;24810858;24835118;24939300;24940649;24988946;25219825;25598697;25707431;25884481;25889562;26376677;26417995;26884465;
MI0005523	hsa-mir-298	7	19581388;20375468;22052531;22114321;22521303;23360399;26755334;
MI0005524	hsa-mir-891a	4	22511979;23574781;24978137;25376560;
MI0005525	hsa-mir-300	11	21223810;22922797;23596882;24464870;24885626;24919435;26010572;26221215;26221232;26512961;26824419;
MI0005528	hsa-mir-892a	4	22470100;22511979;26054685;26733244;
MI0005530	hsa-mir-509-2	14	22369946;22788972;23555973;23619562;23646886;23836287;24802056;24829907;24882622;25144722;25368993;25659578;25815776;26010608;
MI0005531	hsa-mir-450b	2	23665678;25046105;
MI0005532	hsa-mir-874	13	19240791;23558898;23583374;23589849;23800944;24462679;25281924;25285664;25596740;25901198;26631042;26782479;26875895;
MI0005533	hsa-mir-890	2	22511979;25845598;
MI0005534	hsa-mir-891b	1	22511979;
MI0005537	hsa-mir-888	8	23254460;24200968;24457835;24480745;24845571;25527234;25926074;26178395;
MI0005538	hsa-mir-892b	2	22511979;26747895;
MI0005539	hsa-mir-541	4	20818339;23254460;23673427;25135278;
MI0005540	hsa-mir-889	2	23272999;25841337;
MI0005541	hsa-mir-875	1	25913515;
MI0005542	hsa-mir-876	6	22087292;24565017;25552301;25680557;25757635;26036346;
MI0005543	hsa-mir-708	28	18923441;20445018;20526284;21402790;21852381;21926415;22393979;22552290;22573352;22723308;23124598;23328481;23377663;23472110;23568547;23611221;23754151;23970374;23987127;24982912;25175907;25214155;25569036;25594684;25704289;25942495;26124344;26998837;
MI0005544	hsa-mir-147b	17	19721002;20548249;21810247;22333974;22371089;23028679;23516655;23724168;24454732;24800242;24914240;25333931;25561729;25911397;26074686;26581116;26870225;
MI0005545	hsa-mir-190b	14	17976522;20457614;21750348;22345618;22952847;23029380;23245204;23863200;24446351;24586785;24865188;24962367;25057879;25086243;
MI0005559	hsa-mir-744	15	21991303;22432036;23012319;23066312;23695020;24241494;24278205;24991193;25432860;25543521;25845598;26259828;26264599;26505678;26550256;
MI0005560	hsa-mir-885	9	21233845;21687927;22071691;23271051;24515954;24882581;25017828;25663689;26157120;
MI0005561	hsa-mir-877	5	21914725;23018783;24573402;25973036;26748419;
MI0005562	hsa-mir-887	2	25436799;25670033;
MI0005563	hsa-mir-665	4	25111814;25964059;26683101;26988989;
MI0005564	hsa-mir-873	7	22087292;22496815;25183005;25531331;25670861;25680557;25757635;
